"ID";"locationData_HGC";"locationData_DEWAC"
14;"{""numFound"": 0, ""articleId"": 14, ""locations"": []}";"{""numFound"": 0, ""articleId"": 14, ""locations"": []}"
15;"{""numFound"": 0, ""articleId"": 15, ""locations"": []}";"{""numFound"": 0, ""articleId"": 15, ""locations"": []}"
16;"{""numFound"": 0, ""articleId"": 16, ""locations"": []}";"{""numFound"": 0, ""articleId"": 16, ""locations"": []}"
17;"{""numFound"": 1, ""articleId"": 17, ""locations"": [{""lat"": ""52.52437"", ""lon"": ""13.41053"", ""name"": ""Berlin"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2950159, ""featureClass"": ""PPLC"", ""municipality"": """"}]}";"{""numFound"": 1, ""articleId"": 17, ""locations"": [{""lat"": ""52.52437"", ""lon"": ""13.41053"", ""name"": ""Berlin"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2950159, ""featureClass"": ""PPLC"", ""municipality"": """"}]}"
20;"{""numFound"": 2, ""articleId"": 20, ""locations"": [{""lat"": ""49.38774"", ""lon"": ""12.13484"", ""name"": ""Schwarzenfeld"", ""score"": 4, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2834945, ""featureClass"": ""PPL"", ""municipality"": """"}, {""lat"": ""49.3236"", ""lon"": ""12.09935"", ""name"": ""Schwandorf"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 6558284, ""featureClass"": ""ADM4"", ""municipality"": """"}]}";"{""numFound"": 1, ""articleId"": 20, ""locations"": [{""lat"": ""49.3236"", ""lon"": ""12.09935"", ""name"": ""Schwandorf"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 6558284, ""featureClass"": ""ADM4"", ""municipality"": """"}]}"
23;"{""numFound"": 1, ""articleId"": 23, ""locations"": [{""lat"": ""49.50126"", ""lon"": ""11.74598"", ""name"": ""Sulzbach-Rosenberg"", ""score"": 2, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2824801, ""featureClass"": ""PPL"", ""municipality"": """"}]}";"{""numFound"": 1, ""articleId"": 23, ""locations"": [{""lat"": ""49.50126"", ""lon"": ""11.74598"", ""name"": ""Sulzbach-Rosenberg"", ""score"": 2, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2824801, ""featureClass"": ""PPL"", ""municipality"": """"}]}"
26;"{""numFound"": 1, ""articleId"": 26, ""locations"": [{""lat"": ""49.71167"", ""lon"": ""12.08722"", ""name"": ""Landkreis Neustadt an der Waldnaab"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 3220856, ""featureClass"": ""ADM3"", ""municipality"": """"}]}";"{""numFound"": 2, ""articleId"": 26, ""locations"": [{""lat"": ""49.71167"", ""lon"": ""12.08722"", ""name"": ""Landkreis Neustadt an der Waldnaab"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 3220856, ""featureClass"": ""ADM3"", ""municipality"": """"}, {""lat"": ""19.06667"", ""lon"": ""105.51667"", ""name"": ""Yên Mã"", ""score"": 1, ""state"": """", ""county"": ""VN"", ""region"": """", ""locationId"": 1560172, ""featureClass"": ""PPL"", ""municipality"": """"}]}"
29;"{""numFound"": 4, ""articleId"": 29, ""locations"": [{""lat"": ""39.76"", ""lon"": ""-98.5"", ""name"": ""United States"", ""score"": 1, ""state"": """", ""county"": ""US"", ""region"": """", ""locationId"": 6252001, ""featureClass"": ""PCLI"", ""municipality"": """"}, {""lat"": ""49.28028"", ""lon"": ""11.46278"", ""name"": ""Neumarkt in der Oberpfalz"", ""score"": 2, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2864549, ""featureClass"": ""PPLA4"", ""municipality"": """"}, {""lat"": ""50.19265"", ""lon"": ""11.27599"", ""name"": ""Kueps Oberfranken"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2882366, ""featureClass"": ""PPL"", ""municipality"": """"}, {""lat"": ""49.71167"", ""lon"": ""12.08722"", ""name"": ""Landkreis Neustadt an der Waldnaab"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 3220856, ""featureClass"": ""ADM3"", ""municipality"": """"}]}";"{""numFound"": 3, ""articleId"": 29, ""locations"": [{""lat"": ""39.76"", ""lon"": ""-98.5"", ""name"": ""United States"", ""score"": 1, ""state"": """", ""county"": ""US"", ""region"": """", ""locationId"": 6252001, ""featureClass"": ""PCLI"", ""municipality"": """"}, {""lat"": ""49.28028"", ""lon"": ""11.46278"", ""name"": ""Neumarkt in der Oberpfalz"", ""score"": 2, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2864549, ""featureClass"": ""PPLA4"", ""municipality"": """"}, {""lat"": ""50.19265"", ""lon"": ""11.27599"", ""name"": ""Kueps Oberfranken"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2882366, ""featureClass"": ""PPL"", ""municipality"": """"}]}"
32;"{""numFound"": 0, ""articleId"": 32, ""locations"": []}";"{""numFound"": 0, ""articleId"": 32, ""locations"": []}"
35;"{""numFound"": 1, ""articleId"": 35, ""locations"": [{""lat"": ""50.00167"", ""lon"": ""12.30434"", ""name"": ""Waldsassen"", ""score"": 2, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2814815, ""featureClass"": ""PPL"", ""municipality"": """"}]}";"{""numFound"": 1, ""articleId"": 35, ""locations"": [{""lat"": ""50.00167"", ""lon"": ""12.30434"", ""name"": ""Waldsassen"", ""score"": 2, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2814815, ""featureClass"": ""PPL"", ""municipality"": """"}]}"
38;"{""numFound"": 2, ""articleId"": 38, ""locations"": [{""lat"": ""49.3236"", ""lon"": ""12.09935"", ""name"": ""Schwandorf"", ""score"": 2, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 6558284, ""featureClass"": ""ADM4"", ""municipality"": """"}, {""lat"": ""49.38774"", ""lon"": ""12.13484"", ""name"": ""Schwarzenfeld"", ""score"": 2, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2834945, ""featureClass"": ""PPL"", ""municipality"": """"}]}";"{""numFound"": 1, ""articleId"": 38, ""locations"": [{""lat"": ""49.3236"", ""lon"": ""12.09935"", ""name"": ""Schwandorf"", ""score"": 2, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 6558284, ""featureClass"": ""ADM4"", ""municipality"": """"}]}"
41;"{""numFound"": 0, ""articleId"": 41, ""locations"": []}";"{""numFound"": 0, ""articleId"": 41, ""locations"": []}"
44;"{""numFound"": 4, ""articleId"": 44, ""locations"": [{""lat"": ""49.44287"", ""lon"": ""11.86267"", ""name"": ""Amberg"", ""score"": 2, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2956656, ""featureClass"": ""PPLA3"", ""municipality"": """"}, {""lat"": ""49.28028"", ""lon"": ""11.46278"", ""name"": ""Neumarkt in der Oberpfalz"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2864549, ""featureClass"": ""PPLA4"", ""municipality"": """"}, {""lat"": ""50.51155"", ""lon"": ""12.40083"", ""name"": ""Auerbach"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2954602, ""featureClass"": ""PPL"", ""municipality"": """"}, {""lat"": ""50.19265"", ""lon"": ""11.27599"", ""name"": ""Kueps Oberfranken"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2882366, ""featureClass"": ""PPL"", ""municipality"": """"}]}";"{""numFound"": 3, ""articleId"": 44, ""locations"": [{""lat"": ""49.44287"", ""lon"": ""11.86267"", ""name"": ""Amberg"", ""score"": 2, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2956656, ""featureClass"": ""PPLA3"", ""municipality"": """"}, {""lat"": ""50.51155"", ""lon"": ""12.40083"", ""name"": ""Auerbach"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2954602, ""featureClass"": ""PPL"", ""municipality"": """"}, {""lat"": ""50.19265"", ""lon"": ""11.27599"", ""name"": ""Kueps Oberfranken"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2882366, ""featureClass"": ""PPL"", ""municipality"": """"}]}"
47;"{""numFound"": 1, ""articleId"": 47, ""locations"": [{""lat"": ""49.3236"", ""lon"": ""12.09935"", ""name"": ""Schwandorf"", ""score"": 2, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 6558284, ""featureClass"": ""ADM4"", ""municipality"": """"}]}";"{""numFound"": 1, ""articleId"": 47, ""locations"": [{""lat"": ""49.3236"", ""lon"": ""12.09935"", ""name"": ""Schwandorf"", ""score"": 2, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 6558284, ""featureClass"": ""ADM4"", ""municipality"": """"}]}"
50;"{""numFound"": 1, ""articleId"": 50, ""locations"": [{""lat"": ""49.44287"", ""lon"": ""11.86267"", ""name"": ""Amberg"", ""score"": 2, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2956656, ""featureClass"": ""PPLA3"", ""municipality"": """"}]}";"{""numFound"": 1, ""articleId"": 50, ""locations"": [{""lat"": ""49.44287"", ""lon"": ""11.86267"", ""name"": ""Amberg"", ""score"": 2, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2956656, ""featureClass"": ""PPLA3"", ""municipality"": """"}]}"
53;"{""numFound"": 0, ""articleId"": 53, ""locations"": []}";"{""numFound"": 1, ""articleId"": 53, ""locations"": [{""lat"": ""49.3763"", ""lon"": ""11.97005"", ""name"": ""Ipflheim"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2895883, ""featureClass"": ""PPL"", ""municipality"": """"}]}"
56;"{""numFound"": 0, ""articleId"": 56, ""locations"": []}";"{""numFound"": 1, ""articleId"": 56, ""locations"": [{""lat"": ""49.72921"", ""lon"": ""12.06755"", ""name"": ""Parkstein"", ""score"": 2, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2855416, ""featureClass"": ""PPL"", ""municipality"": """"}]}"
59;"{""numFound"": 3, ""articleId"": 59, ""locations"": [{""lat"": ""49.44287"", ""lon"": ""11.86267"", ""name"": ""Amberg"", ""score"": 2, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2956656, ""featureClass"": ""PPLA3"", ""municipality"": """"}, {""lat"": ""49.28028"", ""lon"": ""11.46278"", ""name"": ""Neumarkt in der Oberpfalz"", ""score"": 2, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2864549, ""featureClass"": ""PPLA4"", ""municipality"": """"}, {""lat"": ""49.3236"", ""lon"": ""12.09935"", ""name"": ""Schwandorf"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 6558284, ""featureClass"": ""ADM4"", ""municipality"": """"}]}";"{""numFound"": 3, ""articleId"": 59, ""locations"": [{""lat"": ""49.44287"", ""lon"": ""11.86267"", ""name"": ""Amberg"", ""score"": 2, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2956656, ""featureClass"": ""PPLA3"", ""municipality"": """"}, {""lat"": ""49.28028"", ""lon"": ""11.46278"", ""name"": ""Neumarkt in der Oberpfalz"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2864549, ""featureClass"": ""PPLA4"", ""municipality"": """"}, {""lat"": ""49.3236"", ""lon"": ""12.09935"", ""name"": ""Schwandorf"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 6558284, ""featureClass"": ""ADM4"", ""municipality"": """"}]}"
62;"{""numFound"": 4, ""articleId"": 62, ""locations"": [{""lat"": ""49.28028"", ""lon"": ""11.46278"", ""name"": ""Neumarkt in der Oberpfalz"", ""score"": 2, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2864549, ""featureClass"": ""PPLA4"", ""municipality"": """"}, {""lat"": ""49.05399"", ""lon"": ""11.78195"", ""name"": ""Hemau"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2906625, ""featureClass"": ""PPL"", ""municipality"": """"}, {""lat"": ""49.49417"", ""lon"": ""11.81472"", ""name"": ""Landkreis Amberg-Sulzbach"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 3220855, ""featureClass"": ""ADM3"", ""municipality"": """"}, {""lat"": ""49.57644"", ""lon"": ""11.69589"", ""name"": ""Edelsfeld"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2933452, ""featureClass"": ""PPLA4"", ""municipality"": """"}]}";"{""numFound"": 5, ""articleId"": 62, ""locations"": [{""lat"": ""49.28028"", ""lon"": ""11.46278"", ""name"": ""Neumarkt in der Oberpfalz"", ""score"": 2, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2864549, ""featureClass"": ""PPLA4"", ""municipality"": """"}, {""lat"": ""49.05399"", ""lon"": ""11.78195"", ""name"": ""Hemau"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2906625, ""featureClass"": ""PPL"", ""municipality"": """"}, {""lat"": ""49.49417"", ""lon"": ""11.81472"", ""name"": ""Landkreis Amberg-Sulzbach"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 3220855, ""featureClass"": ""ADM3"", ""municipality"": """"}, {""lat"": ""49.57644"", ""lon"": ""11.69589"", ""name"": ""Edelsfeld"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2933452, ""featureClass"": ""PPLA4"", ""municipality"": """"}, {""lat"": ""13.80131"", ""lon"": ""109.15193"", ""name"": ""Sông Hà Thanh"", ""score"": 1, ""state"": """", ""county"": ""VN"", ""region"": """", ""locationId"": 1581066, ""featureClass"": ""STM"", ""municipality"": """"}]}"
366;"{""numFound"": 2, ""articleId"": 366, ""locations"": [{""lat"": ""50.25937"", ""lon"": ""10.96384"", ""name"": ""Coburg"", ""score"": 4, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2939951, ""featureClass"": ""PPLA3"", ""municipality"": """"}, {""lat"": ""50.30086"", ""lon"": ""10.93649"", ""name"": ""Landkreis Coburg"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2939950, ""featureClass"": ""ADM3"", ""municipality"": """"}]}";"{""numFound"": 2, ""articleId"": 366, ""locations"": [{""lat"": ""50.25937"", ""lon"": ""10.96384"", ""name"": ""Coburg"", ""score"": 4, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2939951, ""featureClass"": ""PPLA3"", ""municipality"": """"}, {""lat"": ""50.30086"", ""lon"": ""10.93649"", ""name"": ""Landkreis Coburg"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2939950, ""featureClass"": ""ADM3"", ""municipality"": """"}]}"
369;"{""numFound"": 3, ""articleId"": 369, ""locations"": [{""lat"": ""50.19265"", ""lon"": ""11.27599"", ""name"": ""Kueps Oberfranken"", ""score"": 2, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2882366, ""featureClass"": ""PPL"", ""municipality"": """"}, {""lat"": ""48.76508"", ""lon"": ""11.42372"", ""name"": ""Ingolstadt"", ""score"": 2, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2895992, ""featureClass"": ""PPLA3"", ""municipality"": """"}, {""lat"": ""49.0"", ""lon"": ""11.5"", ""name"": ""Bavaria"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2951839, ""featureClass"": ""ADM1"", ""municipality"": """"}]}";"{""numFound"": 3, ""articleId"": 369, ""locations"": [{""lat"": ""50.19265"", ""lon"": ""11.27599"", ""name"": ""Kueps Oberfranken"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2882366, ""featureClass"": ""PPL"", ""municipality"": """"}, {""lat"": ""48.76508"", ""lon"": ""11.42372"", ""name"": ""Ingolstadt"", ""score"": 2, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2895992, ""featureClass"": ""PPLA3"", ""municipality"": """"}, {""lat"": ""49.0"", ""lon"": ""11.5"", ""name"": ""Bavaria"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2951839, ""featureClass"": ""ADM1"", ""municipality"": """"}]}"
372;"{""numFound"": 2, ""articleId"": 372, ""locations"": [{""lat"": ""49.92901"", ""lon"": ""10.87539"", ""name"": ""Hallstadt"", ""score"": 2, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2911463, ""featureClass"": ""PPL"", ""municipality"": """"}, {""lat"": ""49.89873"", ""lon"": ""10.90067"", ""name"": ""Bamberg"", ""score"": 4, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2952984, ""featureClass"": ""PPLA3"", ""municipality"": """"}]}";"{""numFound"": 3, ""articleId"": 372, ""locations"": [{""lat"": ""49.92901"", ""lon"": ""10.87539"", ""name"": ""Hallstadt"", ""score"": 2, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2911463, ""featureClass"": ""PPL"", ""municipality"": """"}, {""lat"": ""49.89873"", ""lon"": ""10.90067"", ""name"": ""Bamberg"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2952984, ""featureClass"": ""PPLA3"", ""municipality"": """"}, {""lat"": ""49.86419"", ""lon"": ""10.84661"", ""name"": ""Landkreis Bamberg"", ""score"": 2, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 3220844, ""featureClass"": ""ADM3"", ""municipality"": """"}]}"
375;"{""numFound"": 3, ""articleId"": 375, ""locations"": [{""lat"": ""50.02542"", ""lon"": ""11.39348"", ""name"": ""Thurnau"", ""score"": 2, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2822522, ""featureClass"": ""PPL"", ""municipality"": """"}, {""lat"": ""50.10068"", ""lon"": ""11.45032"", ""name"": ""Kulmbach"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2882588, ""featureClass"": ""PPLA3"", ""municipality"": """"}, {""lat"": ""49.94782"", ""lon"": ""11.57893"", ""name"": ""Bayreuth"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2951825, ""featureClass"": ""PPLA2"", ""municipality"": """"}]}";"{""numFound"": 3, ""articleId"": 375, ""locations"": [{""lat"": ""50.10068"", ""lon"": ""11.45032"", ""name"": ""Kulmbach"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2882588, ""featureClass"": ""PPLA3"", ""municipality"": """"}, {""lat"": ""49.94782"", ""lon"": ""11.57893"", ""name"": ""Bayreuth"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2951825, ""featureClass"": ""PPLA2"", ""municipality"": """"}, {""lat"": ""50.00086"", ""lon"": ""11.29988"", ""name"": ""Schirradorf"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2839057, ""featureClass"": ""PPL"", ""municipality"": """"}]}"
378;"{""numFound"": 0, ""articleId"": 378, ""locations"": []}";"{""numFound"": 0, ""articleId"": 378, ""locations"": []}"
381;"{""numFound"": 2, ""articleId"": 381, ""locations"": [{""lat"": ""50.28306"", ""lon"": ""11.85611"", ""name"": ""Landkreis Hof"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 3220850, ""featureClass"": ""ADM3"", ""municipality"": """"}, {""lat"": ""49.0301"", ""lon"": ""12.092"", ""name"": ""Steinweg"", ""score"": 2, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2827619, ""featureClass"": ""PPLX"", ""municipality"": """"}]}";"{""numFound"": 3, ""articleId"": 381, ""locations"": [{""lat"": ""50.36667"", ""lon"": ""11.93333"", ""name"": ""Feilitzsch"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2927510, ""featureClass"": ""PPLA4"", ""municipality"": """"}, {""lat"": ""50.28306"", ""lon"": ""11.85611"", ""name"": ""Landkreis Hof"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 3220850, ""featureClass"": ""ADM3"", ""municipality"": """"}, {""lat"": ""49.0301"", ""lon"": ""12.092"", ""name"": ""Steinweg"", ""score"": 2, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2827619, ""featureClass"": ""PPLX"", ""municipality"": """"}]}"
384;"{""numFound"": 3, ""articleId"": 384, ""locations"": [{""lat"": ""50.10068"", ""lon"": ""11.45032"", ""name"": ""Kulmbach"", ""score"": 3, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2882588, ""featureClass"": ""PPLA3"", ""municipality"": """"}, {""lat"": ""49.89873"", ""lon"": ""10.90067"", ""name"": ""Bamberg"", ""score"": 3, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2952984, ""featureClass"": ""PPLA3"", ""municipality"": """"}, {""lat"": ""49.94782"", ""lon"": ""11.57893"", ""name"": ""Bayreuth"", ""score"": 4, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2951825, ""featureClass"": ""PPLA2"", ""municipality"": """"}]}";"{""numFound"": 4, ""articleId"": 384, ""locations"": [{""lat"": ""50.10068"", ""lon"": ""11.45032"", ""name"": ""Kulmbach"", ""score"": 3, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2882588, ""featureClass"": ""PPLA3"", ""municipality"": """"}, {""lat"": ""49.89873"", ""lon"": ""10.90067"", ""name"": ""Bamberg"", ""score"": 2, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2952984, ""featureClass"": ""PPLA3"", ""municipality"": """"}, {""lat"": ""49.94782"", ""lon"": ""11.57893"", ""name"": ""Bayreuth"", ""score"": 2, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2951825, ""featureClass"": ""PPLA2"", ""municipality"": """"}, {""lat"": ""49.86419"", ""lon"": ""10.84661"", ""name"": ""Landkreis Bamberg"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 3220844, ""featureClass"": ""ADM3"", ""municipality"": """"}]}"
387;"{""numFound"": 1, ""articleId"": 387, ""locations"": [{""lat"": ""50.19265"", ""lon"": ""11.27599"", ""name"": ""Kueps Oberfranken"", ""score"": 2, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2882366, ""featureClass"": ""PPL"", ""municipality"": """"}]}";"{""numFound"": 1, ""articleId"": 387, ""locations"": [{""lat"": ""50.19265"", ""lon"": ""11.27599"", ""name"": ""Kueps Oberfranken"", ""score"": 2, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2882366, ""featureClass"": ""PPL"", ""municipality"": """"}]}"
390;"{""numFound"": 3, ""articleId"": 390, ""locations"": [{""lat"": ""49.89873"", ""lon"": ""10.90067"", ""name"": ""Bamberg"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2952984, ""featureClass"": ""PPLA3"", ""municipality"": """"}, {""lat"": ""49.86419"", ""lon"": ""10.84661"", ""name"": ""Landkreis Bamberg"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 3220844, ""featureClass"": ""ADM3"", ""municipality"": """"}, {""lat"": ""50.19265"", ""lon"": ""11.27599"", ""name"": ""Kueps Oberfranken"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2882366, ""featureClass"": ""PPL"", ""municipality"": """"}]}";"{""numFound"": 2, ""articleId"": 390, ""locations"": [{""lat"": ""49.86419"", ""lon"": ""10.84661"", ""name"": ""Landkreis Bamberg"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 3220844, ""featureClass"": ""ADM3"", ""municipality"": """"}, {""lat"": ""50.19265"", ""lon"": ""11.27599"", ""name"": ""Kueps Oberfranken"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2882366, ""featureClass"": ""PPL"", ""municipality"": """"}]}"
393;"{""numFound"": 2, ""articleId"": 393, ""locations"": [{""lat"": ""52.0"", ""lon"": ""20.0"", ""name"": ""Republic of Poland"", ""score"": 1, ""state"": """", ""county"": ""PL"", ""region"": """", ""locationId"": 798544, ""featureClass"": ""PCLI"", ""municipality"": """"}, {""lat"": ""50.33034"", ""lon"": ""11.70463"", ""name"": ""Naila"", ""score"": 2, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2867138, ""featureClass"": ""PPL"", ""municipality"": """"}]}";"{""numFound"": 2, ""articleId"": 393, ""locations"": [{""lat"": ""52.0"", ""lon"": ""20.0"", ""name"": ""Republic of Poland"", ""score"": 1, ""state"": """", ""county"": ""PL"", ""region"": """", ""locationId"": 798544, ""featureClass"": ""PCLI"", ""municipality"": """"}, {""lat"": ""50.33034"", ""lon"": ""11.70463"", ""name"": ""Naila"", ""score"": 2, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2867138, ""featureClass"": ""PPL"", ""municipality"": """"}]}"
396;"{""numFound"": 1, ""articleId"": 396, ""locations"": [{""lat"": ""50.25937"", ""lon"": ""10.96384"", ""name"": ""Coburg"", ""score"": 2, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2939951, ""featureClass"": ""PPLA3"", ""municipality"": """"}]}";"{""numFound"": 1, ""articleId"": 396, ""locations"": [{""lat"": ""50.25937"", ""lon"": ""10.96384"", ""name"": ""Coburg"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2939951, ""featureClass"": ""PPLA3"", ""municipality"": """"}]}"
399;"{""numFound"": 1, ""articleId"": 399, ""locations"": [{""lat"": ""49.71754"", ""lon"": ""11.05877"", ""name"": ""Forchheim"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2925910, ""featureClass"": ""PPLA3"", ""municipality"": """"}]}";"{""numFound"": 1, ""articleId"": 399, ""locations"": [{""lat"": ""49.71754"", ""lon"": ""11.05877"", ""name"": ""Forchheim"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2925910, ""featureClass"": ""PPLA3"", ""municipality"": """"}]}"
402;"{""numFound"": 1, ""articleId"": 402, ""locations"": [{""lat"": ""49.89873"", ""lon"": ""10.90067"", ""name"": ""Bamberg"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2952984, ""featureClass"": ""PPLA3"", ""municipality"": """"}]}";"{""numFound"": 1, ""articleId"": 402, ""locations"": [{""lat"": ""49.89873"", ""lon"": ""10.90067"", ""name"": ""Bamberg"", ""score"": 1, ""state"": """", ""county"": ""DE"", ""region"": """", ""locationId"": 2952984, ""featureClass"": ""PPLA3"", ""municipality"": """"}]}"
